fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,cat_payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,birth_distinct_emails_4w,cat_employment_status,credit_risk_score,email_is_free,cat_housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,cat_source,session_length_in_minutes,cat_device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
1,0.8,0.032231536544088106,-1,365,60,0.006875694715122776,-0.23611701141121105,AB,3039,1399.152234057104,5184.6553106988895,5093.8247346105545,12,1,CC,242,1,BA,1,0,30,0,1500.0,0,INTERNET,5.591866900779086,windows,0,1,0,2
1,0.9,0.3155833940025546,-1,114,60,0.04168107894896362,-1.123634547992856,AC,760,3854.172026162977,4999.874676361197,4903.64859805943,0,3,CC,104,0,BA,0,1,-1,0,200.0,0,INTERNET,6.70682591302604,other,0,1,0,3
1,0.30000000000000004,0.3389476492043149,-1,228,50,0.012428330311994477,-0.3592084203586343,AB,864,3339.3670131274266,2580.685195029884,5486.585321740537,12,7,CA,248,0,BB,1,0,10,1,1500.0,0,INTERNET,4.057433463379324,windows,1,1,0,1
1,0.6000000000000001,0.8488496229489303,-1,54,30,0.013506163575006702,-1.3733412425023617,AB,1224,5239.926837954858,4827.136548310234,4374.993379354674,1730,5,CA,98,1,BB,0,1,25,0,200.0,0,INTERNET,2.9228529424093805,windows,0,1,0,5
1,0.9,0.08691455944746147,-1,104,30,0.007213945612587613,-1.0768955061062389,AC,1015,1820.7867190251352,3209.2266559462482,4124.66870346926,0,8,CA,160,0,BA,0,1,-1,0,200.0,0,INTERNET,6.482829464567683,windows,0,1,0,6
1,0.9,0.04373747975838458,-1,155,50,5.225558766390788,-1.2340747716989664,AC,851,6627.7984227775305,5711.243455353544,5756.907829057067,0,5,CA,299,1,BA,0,1,-1,0,1000.0,0,INTERNET,1.9554979995444448,linux,0,1,0,2
1,0.9,0.3490367702616876,-1,256,50,0.01806923109167994,-0.9933206385646468,AC,1235,2808.6468966907105,2865.7057725700843,4946.396664698847,0,2,CA,212,0,BA,1,0,-1,1,500.0,0,INTERNET,4.173386343159781,windows,0,1,0,4
1,0.9,0.03181885805229531,-1,88,60,0.017626680473644872,-1.141349766417163,AB,1242,7850.094658317736,5591.015151002856,5143.800278955588,19,1,CB,178,1,BA,1,0,31,0,1000.0,1,INTERNET,67.80498709713707,macintosh,0,1,0,2
1,0.4,0.10777705983992243,9,13,30,0.025332611601997783,-1.2158110774304198,AD,578,3585.4062717523275,3612.460096407226,4127.018717666198,37,18,CA,139,0,BA,0,1,20,0,500.0,0,INTERNET,3.1254137327623464,other,1,1,0,5
1,0.9,0.20884014682039007,-1,174,30,1.3306551305516845,-1.112551254644218,AC,1856,3192.5058965552776,3262.9287510413506,4738.152093826598,0,1,CC,225,1,BA,0,1,-1,0,1500.0,0,INTERNET,6.044407564955788,linux,0,1,0,3
1,0.1,0.726890551846907,-1,120,60,0.01396166614482213,-0.9585843671567852,AC,2639,5290.6589971337935,4945.256948229636,5546.996424634875,245,4,CA,45,1,BA,0,1,30,0,200.0,0,INTERNET,2.7766778728357187,windows,1,1,0,4
1,0.30000000000000004,0.534569985145127,-1,111,60,0.004823075508365443,-0.5885894365107687,AB,1356,2575.1200631277543,3915.134892632511,4257.539517058266,34,9,CD,138,1,BB,0,1,30,0,500.0,0,INTERNET,7.675259198200758,windows,1,1,0,3
1,0.9,0.8864819259812134,-1,360,60,0.013194267447955836,-1.1867389216635127,AC,1486,3608.4497236604448,3634.502211385266,3084.691342679579,0,3,CA,321,0,BA,1,1,-1,0,1500.0,0,INTERNET,6.216904316605159,other,0,1,0,7
1,0.9,0.23646176917866896,-1,54,20,0.003970578882903053,-0.3655411737357568,AD,544,5290.422555477867,3453.5386239746917,4682.49713595451,2,12,CA,148,0,BC,0,1,5,0,500.0,0,INTERNET,4.281281926245378,windows,0,1,0,3
1,0.2,0.5051305138348379,-1,146,50,0.011179783016712588,-1.1129045186298712,AB,1460,5499.5644116607455,3349.7041181434943,6409.775653095263,45,14,CB,280,1,BA,1,1,25,0,1500.0,1,INTERNET,2.8748729992285718,linux,0,1,0,0
1,0.8,0.5335977451668599,-1,61,50,0.013173448288915054,-0.8476239408279747,AB,971,3562.1807441921587,6013.203884414202,4730.629006380661,15,5,CA,194,0,BA,0,1,30,0,500.0,0,INTERNET,4.3516234498896464,windows,0,1,0,3
1,0.7000000000000001,0.927359069237035,-1,65,30,0.01981330331233173,-1.1734170458517978,AB,2508,8723.397119520048,4976.394682509338,4193.314107664613,9,11,CA,95,0,BB,0,1,1,0,200.0,0,INTERNET,3.6647133164795394,other,1,1,0,5
1,0.7000000000000001,0.2039734391035908,-1,34,30,0.01947099410764507,-1.4702532395836685,AB,1990,7794.8411948315825,5504.190541378213,3952.221904092824,12,9,CA,127,1,BC,0,1,1,0,200.0,0,INTERNET,6.581352199527832,other,1,1,0,6
1,0.30000000000000004,0.1805589189831981,-1,111,20,1.4303439761678112,-1.0159000102341509,AB,1791,2202.5243651182773,3336.87830605138,4126.811509752132,12,9,CC,238,0,BA,1,0,1,0,200.0,0,INTERNET,8.160044690891983,windows,0,1,0,6
1,0.9,0.3771841069697642,-1,179,50,0.010691118858710049,-0.5464378845071234,AC,1108,2959.9931098099505,7259.6144481828405,6420.693526885339,1,6,CA,326,0,BA,0,1,-1,0,1500.0,0,INTERNET,5.566396908122023,windows,1,1,0,0
1,0.7000000000000001,0.26417418429282474,-1,61,60,0.009959578523912984,50.424516392469606,AA,763,5279.225224330245,5249.109299676083,4345.634474240656,1954,2,CC,209,1,BA,1,0,10,0,500.0,0,INTERNET,11.137318530815715,windows,0,1,0,6
1,0.4,0.04536658434206298,-1,172,70,0.005312610297504386,-0.9112437937115501,AB,1232,9596.94230850728,6223.615560858307,6723.566409408047,2,2,CC,202,1,BA,0,0,30,0,200.0,0,INTERNET,11.750468558253619,windows,0,2,0,0
1,0.7000000000000001,0.7247054186233193,-1,90,30,0.010579650588144964,-0.9291946783463092,AB,1288,4162.683776932975,3322.5705781666866,4224.705266831228,2,8,CA,101,0,BC,0,1,15,0,200.0,1,INTERNET,8.051116697259747,windows,0,1,0,6
1,0.9,0.8914802799764675,-1,8,50,0.010093600748708005,-1.4307453178403793,AB,2694,4324.291522519464,3596.99924693386,5344.006286203033,10,6,CA,240,1,BB,1,1,28,0,200.0,0,INTERNET,3.6547355826524712,windows,1,1,0,1
1,0.7000000000000001,0.14211983375380094,-1,75,50,0.0054375329314109,-0.3842257949751542,AB,828,2857.0852095628966,3189.694996644187,4127.683866009742,35,3,CB,150,1,BB,0,1,27,0,200.0,0,INTERNET,24.952050850489268,other,0,2,0,6
1,0.9,0.037455497278878716,-1,103,60,0.017513943634067553,-0.6076957243296659,AD,4059,2427.9572596314874,4850.539072785999,4840.674547925644,10,3,CA,267,0,BA,0,1,1,0,2000.0,1,INTERNET,40.58024737891108,windows,0,1,0,3
1,0.7000000000000001,0.2819391657916164,-1,155,50,0.01363395961501753,-0.5568642148701342,AA,1128,6578.254642743746,8047.674615000941,5394.744891565664,2092,5,CA,101,1,BA,0,0,5,0,200.0,0,INTERNET,17.270310522375432,macintosh,0,2,0,1
1,0.1,0.2589507064058069,-1,44,30,0.0023242042886651468,-1.2544257088123223,AD,657,3635.4285285958836,2441.488809399773,3620.201379115943,11,9,CA,343,0,BA,0,1,24,0,1500.0,0,INTERNET,5.3233500157333165,other,1,1,0,6
1,0.9,0.5319084258880316,-1,119,50,0.030592238998004364,-0.372246420923408,AC,1210,8092.787606145931,4539.380204744959,4212.542950789957,1,2,CA,200,0,BA,0,1,-1,1,500.0,0,INTERNET,7.171748692085456,windows,0,1,0,5
1,0.6000000000000001,0.5592918667354198,-1,297,50,0.028535841185393082,-1.1992178005019771,AB,1069,9476.245825725704,5424.9850824172745,5180.169259641396,16,1,CA,249,0,BB,1,0,30,0,1500.0,0,INTERNET,5.061089468085722,windows,1,1,0,1
1,0.5,0.5709910431756696,29,-1,50,0.015999874264050532,-0.6944301685026473,AB,2113,6516.384072974389,6801.2901483831665,4991.608760748478,819,4,CC,269,1,BA,0,1,1,0,1500.0,0,INTERNET,6.224083225046602,linux,0,1,0,3
1,0.8,0.7244108882287295,102,12,70,0.0033976176940602306,-0.38277392078465744,AB,382,983.5841901265567,7267.443290760143,4895.590466377143,17,1,CA,219,0,BA,0,1,2,1,500.0,0,INTERNET,2.1041259470232494,windows,0,1,0,3
1,0.9,0.07679174909982447,-1,113,40,4.201551565174079,-0.5572277885521075,AD,952,5222.538057930245,4981.872360735877,4941.651761741612,0,7,CA,202,0,BA,0,1,-1,0,2000.0,0,TELEAPP,3.380030817530601,macintosh,0,0,0,4
1,0.9,0.5490370010360669,-1,63,40,0.003672816961227353,-0.6853273566109457,AC,718,2973.318266608094,2576.407739590349,3132.430163832821,0,5,CB,116,1,BB,0,1,-1,0,200.0,0,INTERNET,2.5510719134469544,windows,1,1,0,7
1,0.9,0.4573157424154109,-1,131,40,0.03326587263420434,-1.5466243321907265,AC,1668,1943.1292892404315,2705.2170446646037,4699.133086677897,1,6,CA,73,1,BA,0,0,-1,0,200.0,0,TELEAPP,1.9760079398839527,other,0,0,0,3
1,0.6000000000000001,0.16866617757797842,-1,125,40,0.016854056373189246,-0.5172025441773727,AB,1406,790.4428272875557,2831.0926485452037,4308.976373952744,16,4,CB,140,0,BA,0,0,31,0,500.0,0,INTERNET,1.3393217377191893,windows,1,1,0,4
1,0.9,0.07566318174312069,-1,65,50,2.887054623718768,-1.100799175777759,AC,1660,6664.80482841324,4551.803906191334,5094.649952409694,0,12,CA,293,1,BC,0,1,-1,0,1500.0,0,INTERNET,3.572968885998075,linux,1,1,0,3
1,0.2,0.2400914201966008,-1,113,50,0.014166519103295534,-0.9592740073972712,AC,1603,4315.982221827796,4384.102315098907,5857.175224080623,1,10,CA,55,1,BC,0,1,-1,0,200.0,0,INTERNET,9.418352687296137,windows,0,2,0,0
1,0.7000000000000001,0.06999842130869709,-1,83,50,7.298584132070133,-1.4917381984674902,AC,1595,7284.40303114701,4937.554946811135,6678.712371908238,0,2,CA,159,0,BA,0,1,-1,0,200.0,1,INTERNET,7.0767461950627375,linux,0,1,0,0
1,0.9,0.06909520574013726,-1,76,60,0.017561894846408473,-0.5067197346084333,AB,556,2800.770877518061,2980.901596501475,4060.4301793308614,8,5,CA,311,1,BA,0,1,1,1,1500.0,0,INTERNET,0.4046771756733969,linux,0,1,0,5
1,0.4,0.4304926320340306,-1,87,60,0.010448462562759627,-1.379999244386006,AB,721,4342.374712359088,4486.874815373021,5104.833830865454,1465,1,CC,40,0,BA,1,0,15,1,200.0,0,INTERNET,4.101654879149612,other,0,2,0,2
1,0.1,0.07549123293702377,-1,92,30,0.006862923841684621,-1.2599821644689104,AB,1567,4854.013815451647,3449.3147913047083,3080.0643959125814,16,3,CA,110,0,BA,0,1,28,0,200.0,0,INTERNET,3.6515115449267888,linux,1,1,0,6
1,0.9,0.925205264018774,-1,112,50,0.0003680353089035997,-0.3734401941077645,AA,761,5839.020017367521,4884.322754611309,4984.911464092533,1,9,CA,252,0,BA,0,1,-1,0,2000.0,0,INTERNET,4.550418448708003,windows,0,1,0,4
1,0.5,0.606255427241505,-1,51,50,0.008785772718915565,-0.6040597633860987,AC,1706,1700.4094170848034,1605.8422535803693,3102.9407570136573,0,4,CA,297,1,BA,1,1,-1,0,1500.0,0,INTERNET,49.96372774930406,linux,1,1,0,7
1,0.9,0.6807707533849192,-1,102,50,0.016924782612912432,51.97789437665385,AA,668,918.0758680153996,2282.122901328577,4307.252351174,417,8,CB,140,0,BA,0,1,11,0,200.0,0,INTERNET,32.3550328936106,other,0,1,0,6
1,0.4,0.7786864408473531,-1,139,50,0.027452198268337988,51.26311613028217,AA,1120,3163.2399757336134,7804.190751000679,6321.459325857777,1351,7,CA,179,1,BC,0,1,10,0,1000.0,0,INTERNET,23.748679873923546,windows,0,1,0,0
1,0.2,0.8207915240795634,-1,58,50,1.1972880812247515,-1.0795644063287713,AC,1780,6665.785360937285,5461.227429141908,4862.584474003008,0,1,CA,245,0,BC,1,0,-1,0,2000.0,0,INTERNET,9.313284589835288,windows,0,1,0,3
1,0.4,0.7319811619962074,-1,103,20,0.024646804866003742,-0.8441171760679691,AB,1943,8768.970199303232,5960.709812127477,4804.135830410435,10,18,CA,51,1,BA,0,1,1,0,200.0,0,INTERNET,5.499218724803939,linux,0,1,0,3
1,0.9,0.1457323007184334,-1,180,50,0.01288553917127674,-0.8641727515879405,AB,1407,3862.4375298591826,2789.9249723975013,4886.868717601688,6,4,CA,297,1,BA,0,1,20,0,1500.0,0,INTERNET,29.441185959109895,windows,1,1,0,3
1,0.5,0.2392763806111521,-1,129,60,8.35450625042663,93.17795268252873,AA,2440,9604.363637090006,5409.75547691473,5116.179729449712,1,9,CA,177,0,BC,0,1,1,0,500.0,0,INTERNET,49.396144183428966,other,1,1,0,2
1,0.30000000000000004,0.12804655222417344,-1,143,50,0.005839973271838135,-1.0700252869681757,AB,1487,5641.8401139253565,5395.256570952105,5118.556381921291,45,2,CA,340,1,BA,0,1,1,0,1500.0,0,INTERNET,11.017334169900005,linux,0,2,0,2
1,0.8,0.08041386529821043,-1,122,70,4.1217733117868445,-1.4488429139362524,AC,1124,7257.250341319121,6307.345720815148,4816.86686899824,0,1,CC,163,0,BC,0,0,-1,0,1500.0,0,INTERNET,3.7127886751759793,windows,0,1,0,3
1,0.9,0.77899900288598,-1,110,50,0.009233512363194429,-1.6198655354692433,AC,3770,5572.510943650462,3882.3794751053833,4753.988609726949,1,1,CC,270,1,BA,1,0,-1,0,1500.0,0,INTERNET,8.265299374062577,windows,1,1,0,3
1,0.2,0.3306428114144323,-1,77,60,3.00125696941103,-0.7704235228014829,AC,806,5638.96215136276,4851.5481159621895,5558.708387425857,1,3,CC,21,1,BA,0,1,-1,0,200.0,0,INTERNET,4.8547874260906525,linux,1,1,0,1
1,0.9,0.8526229277755205,156,25,50,2.9936224830479023,15.922359453130028,AA,1453,6969.029787419033,5832.899846942299,6735.253197345104,2,3,CA,152,1,BA,0,1,11,1,500.0,0,INTERNET,8.344936473632602,windows,0,2,0,0
1,0.8,0.10805822365854573,-1,147,20,0.002475670461124655,-1.0679533853997385,AD,1832,5636.615094079343,2825.4033148502367,3107.292060478434,1,9,CA,169,1,BA,0,1,-1,0,2000.0,0,INTERNET,6.926285255306512,linux,0,1,0,7
1,0.6000000000000001,0.5146580370909299,-1,67,50,0.015771007407213166,-1.3598544787866724,AB,1041,4927.26649300748,4805.373015954404,5627.31056493369,2,6,CA,219,1,BA,0,1,30,0,200.0,0,INTERNET,20.193920755615405,linux,0,2,0,2
1,0.7000000000000001,0.3232143467632387,-1,109,30,0.006178333513570918,-0.7949259953239539,AC,41,1247.4306663022066,2931.046087894065,3814.417043720018,7,11,CA,213,0,BA,0,1,-1,0,1000.0,0,INTERNET,4.284776920823314,windows,0,1,0,6
1,0.4,0.5786873299799614,-1,8,50,0.010395040197650668,-0.6220069723899956,AC,879,4847.1937860115995,4383.491978406335,5434.151467094235,2,3,CA,282,0,BA,0,1,-1,0,1500.0,0,INTERNET,74.68603114707297,windows,1,1,0,2
1,0.9,0.13991744599846914,-1,77,50,0.034477530279806164,-0.667221804118999,AB,1878,5999.697705074871,4905.0336175247385,5896.102418416934,610,19,CA,264,1,BB,1,0,25,0,1500.0,0,INTERNET,3.888514460007576,windows,1,1,0,0
1,0.9,0.9869413527113626,-1,234,70,0.00225429793362102,-0.6195227389997048,AB,1059,2796.057975741971,4090.907801645028,4911.975124021091,16,1,CC,97,1,BA,1,0,30,0,500.0,0,INTERNET,50.71719623432754,linux,0,2,0,1
1,0.9,0.06846983818910111,-1,365,60,0.0238508685457602,-0.38533224951415457,AB,951,1771.6511431289898,4084.767847672593,4957.95640790084,19,1,CC,310,1,BA,0,1,28,0,200.0,0,INTERNET,2.9385151950043,windows,0,1,0,3
1,0.8,0.08859544435850716,30,15,60,0.03049267399105152,-1.6272839895184257,AC,1547,8647.878045043892,5427.229022340687,4929.153448353932,0,2,CC,219,1,BA,0,1,-1,0,1500.0,0,INTERNET,8.620816132446556,windows,0,1,0,3
1,0.9,0.2596654855257584,-1,103,60,0.0015654235769167984,-0.3620337253980603,AC,1205,6518.403516978403,3844.3239780161744,3123.5403051526464,1,4,CA,243,1,BA,0,1,-1,0,990.0,0,INTERNET,5.44339880154984,windows,1,1,0,6
1,0.6000000000000001,0.9156620835153538,-1,63,50,1.6555782505302017,-0.7177192794177534,AC,1135,10406.44908518246,5036.3541913431845,5295.417334330457,0,3,CC,154,1,BC,0,1,-1,1,200.0,0,INTERNET,27.11142364030756,linux,0,1,0,2
1,0.1,0.9982138209344992,-1,275,80,0.010021798123479829,-1.4792748065858898,AC,1021,6527.994626222448,4762.87169233542,5179.542120867582,1,1,CC,254,0,BA,1,0,-1,0,1500.0,0,INTERNET,4.437550643181257,windows,0,1,0,2
1,0.6000000000000001,0.8113593100017835,-1,241,50,0.0026627308455705713,-0.800646644100634,AB,1397,6680.442986071882,5821.4433623557825,4948.65791009216,2,3,CC,320,0,BA,0,1,10,0,1500.0,0,INTERNET,10.823280540350067,linux,0,1,0,4
1,0.9,0.16697328866625674,-1,106,60,0.005359778780492288,-1.284849017519154,AC,1107,3536.492306527205,4910.413080213673,5475.481978562478,0,7,CA,119,1,BA,0,1,-1,0,200.0,0,INTERNET,3.0093828594023253,windows,0,1,0,1
1,0.9,0.1119726146995767,-1,17,50,23.49147674394165,-0.9374433543102576,AB,1748,9474.582118335755,4823.743590569374,5113.9821731239535,759,3,CA,134,0,BC,1,0,21,0,200.0,0,INTERNET,3.2662186635325328,other,0,1,0,1
1,0.4,0.458929346884901,-1,198,50,0.011108540006451504,-1.2326061106333743,AB,2337,5047.788911261534,4572.909326508755,5467.162484658197,20,3,CA,95,0,BA,0,0,30,0,200.0,0,INTERNET,5.0454815439582665,windows,0,1,0,2
1,0.9,0.4927242558310462,-1,57,50,0.007453652110008105,-0.4102858384877883,AB,1003,5556.426402425066,3483.8904843780865,4663.225669011793,960,7,CA,207,0,BA,0,1,31,0,2000.0,0,INTERNET,32.597234872528574,windows,0,1,0,3
1,0.7000000000000001,0.2729019872580873,-1,290,50,0.011259258412228973,-0.6018171354878357,AB,732,2117.6721501125817,2854.152843311121,4318.087579382213,1395,7,CA,339,1,BA,0,1,10,0,1500.0,1,INTERNET,4.509611600138383,x11,0,1,0,3
1,0.9,0.08156385935191895,-1,38,50,0.00012815551385092017,-0.4468887567566192,AC,805,6849.688091071931,5051.442330797423,4932.53687448685,2,2,CC,173,1,BA,0,1,-1,0,1500.0,0,INTERNET,4.935005618273247,windows,0,1,0,4
1,0.9,0.91556185694301,-1,178,50,0.006551782130225832,-0.7927639175312889,AC,1337,5720.385921340287,4136.380429698328,5521.984914262471,0,7,CA,274,1,BA,0,1,-1,0,1500.0,0,INTERNET,1.9533333645187119,windows,0,1,0,2
1,0.7000000000000001,0.12331990843879212,-1,113,50,0.02561488363561817,-1.015822970468088,AB,782,4734.775928524833,4710.445494816954,4193.3115256740275,2,1,CC,180,0,BA,1,1,1,0,200.0,0,INTERNET,3.3154348682495147,windows,0,1,0,5
1,0.9,0.7863702071835573,-1,40,60,0.00044749965991402687,-0.8614586007635155,AB,2058,7582.4050310119155,4810.82897750268,5564.950590858521,147,6,CA,58,1,BB,1,1,5,0,200.0,0,INTERNET,2.0798296412082267,linux,0,1,0,2
1,0.9,0.8213263864045486,-1,82,50,0.014781208937159668,101.35247640044264,AA,1303,1311.9823121052175,2317.4970936098107,4226.491647756435,2,5,CA,292,1,BA,1,1,28,1,1500.0,0,INTERNET,1.9684696734861733,windows,1,1,0,6
1,0.9,0.7648384373199719,-1,173,60,0.004937154247530202,-0.6294484439568322,AB,2203,3955.498549779589,2781.546553098259,4372.109922924486,16,5,CA,310,0,BA,0,1,2,0,2000.0,0,INTERNET,2.781599939905836,windows,0,1,0,5
1,0.8,0.3093762254133552,-1,373,40,0.010970506573022471,-0.4140616975279453,AC,597,4726.732522320609,2406.4205135362413,3007.722285192087,5,8,CA,278,1,BC,0,1,-1,0,200.0,0,INTERNET,5.721020354544859,linux,1,1,0,7
1,0.7000000000000001,0.4548786922099676,-1,139,50,0.003964822562030331,-0.45115800200285205,AC,843,4314.396340064803,3437.232477000865,4761.736330487582,1,2,CA,165,1,BA,0,1,-1,0,200.0,0,INTERNET,8.557415051992544,windows,0,1,0,4
1,0.9,0.12402679635354966,-1,371,60,2.0377663981262044,-1.3317121007411723,AC,1140,9019.81471851932,5698.030351911944,4869.525350594246,0,1,CC,273,1,BA,1,0,-1,0,1000.0,0,INTERNET,14.620117392547064,windows,0,1,0,3
1,0.9,0.05539210326692468,-1,59,60,18.91947545821865,-0.8923624757931723,AC,435,10193.072626747396,3874.735695716786,5471.261926893318,1745,7,CC,244,1,BB,0,0,30,0,1500.0,0,INTERNET,8.663320110025879,windows,1,1,0,1
1,0.6000000000000001,0.08729616830085116,-1,50,50,0.00228750115365913,-1.4462045729983566,AC,1554,6609.1762269187475,5198.209521837351,6337.572502837443,0,5,CD,93,0,BC,0,1,-1,0,200.0,0,INTERNET,9.332755125821198,linux,0,1,0,0
1,0.9,0.7963980389805849,-1,91,60,0.0029267256983524113,-0.9456024759936156,AB,660,154.8412070802419,3314.730479939195,4957.149730216655,282,2,CC,307,1,BA,1,0,10,0,2000.0,0,INTERNET,0.5506789274660886,windows,0,1,0,3
1,0.7000000000000001,0.4723820104009249,-1,86,60,0.005579994083945303,31.04554069921813,AA,1337,7492.245392056139,5764.225293487588,5991.92493465534,696,15,CA,169,0,BA,0,1,2,1,500.0,0,INTERNET,5.177152759350996,windows,1,1,0,0
1,0.9,0.7671823079789657,-1,40,40,0.009467856243729377,99.04219940589869,AA,1175,1916.160880449557,3087.9854674356193,4864.412057611865,2,9,CA,222,0,BC,0,1,31,0,1500.0,0,INTERNET,9.306759777249077,linux,0,1,0,4
1,0.9,0.8548040335287789,-1,151,50,0.011025956156624406,-1.1966024994941191,AB,1910,1024.2123496436548,2658.939288674129,3197.041373473569,15,4,CA,284,0,BA,0,1,11,0,1500.0,0,INTERNET,13.503481784644109,linux,0,1,0,4
1,0.9,0.4745234142969105,-1,174,80,0.00923364676741152,-0.5956095328590882,AB,1122,8505.153832757756,4959.165276131358,4942.629539948985,1,6,CA,263,1,BA,0,1,25,0,1500.0,0,INTERNET,4.7809681144717215,windows,0,1,0,3
1,0.9,0.5693144299353956,54,73,30,0.004778503559463078,-0.2496017804247862,AB,914,1890.9889900172,4953.746290729474,5143.620394306411,41,8,CA,340,1,BD,0,1,2,0,1500.0,0,INTERNET,8.29287903733519,macintosh,1,1,0,2
1,0.9,0.18250931353842706,-1,64,50,0.0054852410116908645,-1.0461117838634804,AC,801,5868.1531222556405,6207.487094364813,5490.900785570406,1,7,CA,261,1,BA,1,0,-1,0,500.0,0,INTERNET,7.1392356263244965,windows,0,2,0,2
1,0.4,0.16811845485918292,-1,93,50,0.0036093886233070174,-1.0858058348470216,AD,1025,7488.0051160009025,5932.915417064686,4278.323325976035,1505,7,CB,153,1,BA,0,1,19,0,1000.0,0,INTERNET,32.202152609586385,windows,0,1,0,5
1,0.9,0.15209386028703328,-1,161,80,0.010732495259903777,-0.7980577897050756,AB,1248,717.5426632518506,2558.63752462626,4438.2472675305335,1,1,CA,256,1,BB,0,1,5,0,1000.0,0,INTERNET,12.962415517693826,windows,0,1,0,5
1,0.1,0.2831524334924333,-1,52,50,0.010885118221816224,-1.151803529537339,AB,1009,4150.394528919243,2958.032712734708,4298.616210495848,0,0,CA,200,0,BC,0,1,15,0,200.0,0,INTERNET,1.5915676528757892,windows,0,1,0,6
1,0.7000000000000001,0.8332961990848748,-1,186,50,0.03333252341891972,-1.013416365168922,AA,1016,9233.073323908979,4631.45962038062,4099.004479342107,2,4,CA,296,0,BA,1,1,2,0,2000.0,0,INTERNET,49.561459646763076,windows,0,1,0,6
1,0.9,0.11401472349349905,-1,118,60,0.013599317064674531,20.1031711782466,AA,875,8201.38667078452,5552.6518775619015,5000.254137576937,809,7,CA,94,1,BA,0,1,30,0,200.0,0,INTERNET,11.142801430639718,linux,0,1,0,3
1,0.2,0.1669830303473592,-1,360,50,0.007906275423059647,-0.8822006675841186,AB,1601,3615.385958442071,1929.6380422381949,4321.4919216752305,17,0,CA,173,1,BA,1,1,30,0,500.0,0,INTERNET,7.6325365938682355,windows,1,1,0,6
1,0.8,0.3590062139696736,300,6,60,0.027998875996378403,-0.21240121354274466,AB,954,8342.382517753571,3408.9951656804524,5008.543624351448,1911,2,CA,109,1,BC,1,0,28,0,200.0,0,INTERNET,34.54952353264495,windows,0,1,0,4
1,0.9,0.05998839776056824,-1,46,40,0.0054304973405536324,-1.1859902808239764,AB,2726,8693.006093065982,7454.6696384730985,6355.876748634529,1,18,CA,142,1,BC,0,1,30,0,200.0,0,INTERNET,7.61827585682191,windows,1,1,0,0
1,0.8,0.03151158001555097,-1,99,50,2.454597553031721,-1.0831540296698554,AC,670,1613.0739438973992,4847.271028660832,5892.961734149903,1,6,CA,139,1,BA,0,1,-1,0,500.0,0,INTERNET,15.263376307115795,windows,0,1,0,5
1,0.1,0.35401675756735984,-1,71,50,0.014123122334615237,-0.5476069592450779,AB,1052,6161.4444020122055,4508.751884807141,5258.026637824461,46,7,CA,242,0,BA,1,1,31,0,1500.0,0,INTERNET,5.556270152239294,linux,0,1,0,2
1,0.30000000000000004,0.9003847241749322,-1,91,50,0.890757526228612,-1.0646442026078535,AC,2717,4177.110821793936,3413.2328759494812,5619.6081884349305,29,5,CA,159,1,BB,0,1,-1,0,200.0,0,INTERNET,73.41539419681907,linux,0,1,0,2
1,0.9,0.8760331628903935,-1,66,60,0.01925968759584291,-0.8282073087374533,AB,2050,4734.194495569373,6325.320079585338,4774.978260381717,33,5,CA,139,0,BA,0,1,30,0,200.0,0,INTERNET,2.3172438469592835,other,0,1,0,3
1,0.7000000000000001,0.1901915919655857,-1,95,80,0.02981223110479117,-1.6798363665928804,AB,1237,5061.4590850583,3458.531508408626,4356.104587463362,11,1,CA,125,1,BB,0,1,1,0,200.0,0,INTERNET,3.2264268825240867,other,0,1,0,6
1,0.1,0.0598805561135865,-1,166,50,0.0047348574038695215,-1.1805980631122477,AB,843,2809.384870466946,2808.3733094875347,3133.4171549163398,9,2,CA,168,1,BA,0,1,15,0,200.0,0,INTERNET,13.305250772978615,windows,1,1,0,7
1,0.8,0.10864959943559499,-1,167,30,0.015115643446885454,-0.17096421314362895,AB,2691,4466.715545622057,3137.310443097304,4442.057720057217,183,6,CA,178,1,BA,0,1,30,1,500.0,0,INTERNET,3.54236071013068,windows,0,1,0,6
1,0.9,0.7739837657299226,-1,181,70,0.01815630611887073,-0.9790858356418356,AC,1097,5627.330937322693,4809.875851755344,4936.467164803134,1,1,CA,146,0,BA,0,1,-1,0,2000.0,0,INTERNET,1.9190666549095807,windows,0,1,0,4
1,0.9,0.8321760777922914,-1,149,60,0.002238557052016529,-0.21329062656181969,AC,1043,5485.363297672896,4770.912488968518,4382.468770795706,0,7,CB,275,0,BA,1,1,-1,0,1500.0,0,INTERNET,3.4908635385195317,windows,1,1,0,4
1,0.7000000000000001,0.12935081033214915,-1,364,60,0.015285164514453012,-0.7696967340356689,AB,4249,5570.481549754649,5276.712019431628,5625.007719114709,14,5,CA,294,1,BA,1,1,28,0,1500.0,0,INTERNET,24.803354567057013,windows,0,1,0,2
