Keywords_relevance,Hashtags_relevance,binary_Mentions_relevance,Interaction_rate,Mention_count,Followers_Followings,Seniority,Listed_count,Length,binary_Hashtags,binary_URL,binary_Multimdia,Popularity,Relevance
0,0,0,0.82,7,2,4,122,132,1,1,0,19,1
0,0,0,0.07,0,6,9,105,132,1,1,0,4,0
0,0,0,0.47,12,282,5,1792,55,0,1,0,18,0
0,22,0,0.47,12,282,5,1792,132,1,1,0,1746,1
0,22,0,0.47,12,282,5,1792,140,1,1,0,16,0
0,0,0,0.07,0,6,9,105,127,0,1,0,5,0
2,0,0,0.17,2,10,8,170,126,1,1,0,42,1
0,0,0,0.34,1,2,6,250,115,0,1,0,1,0
0,0,0,0.07,0,6,9,105,125,1,1,0,1,0
0,0,0,0.33,1,2,6,250,91,0,1,0,4,1
0,0,0,0.38,0,33,3,140,79,0,1,0,3,0
0,0,0,0.7,4,15,9,940,140,0,1,0,9,0
21,0,1,0.69,4,15,9,940,134,0,1,0,19,1
1,0,0,0.02,0,1,5,461,117,0,1,0,3,0
1,0,0,0.02,0,1,5,461,134,1,1,0,1,0
0,0,0,0.77,0,3,3,11,108,0,1,0,4,1
0,0,0,0.02,0,1,5,461,136,0,1,0,1,0
0,0,0,0.02,0,1,5,461,116,1,1,0,1,0
3,0,0,0.21,2,10,8,170,128,0,1,0,7,1
1,0,0,0,0,5,1,15,47,0,0,1,4,0
0,22,0,0.47,12,282,5,1792,89,1,1,0,8,0
0,0,0,0.79,1,3,3,11,138,1,1,0,10,1
3,0,0,0.02,0,8,2,150,87,0,1,0,2,0
4,0,0,0.21,0,2,5,155,131,0,1,0,1,0
0,0,0,0.69,4,15,9,940,139,0,1,0,16,1
0,0,0,0.02,0,1,5,461,136,0,1,0,1,0
0,0,0,0.83,7,2,4,122,134,1,1,0,10,1
0,0,0,0,0,5,1,15,102,0,1,0,26,0
0,0,0,0.07,0,6,9,105,139,0,1,0,2,0
3,0,0,0.7,4,15,9,940,140,0,1,0,25,1
7,0,0,0.24,2,10,8,170,123,0,1,0,7,0
2,0,0,0.02,0,1,5,461,101,0,1,0,1,0
0,1,0,0.02,0,1,5,461,131,1,0,1,23,1
0,24,0,0.46,12,282,5,1792,104,1,0,1,105,0
0,0,0,0.46,12,282,5,1792,139,0,1,0,8,0
1,0,0,0.8,2,6,3,13,90,0,1,0,10,1
0,0,0,0.33,1,8,5,703,134,1,1,0,0,0
0,0,0,0.02,0,8,2,150,96,0,1,0,6,0
1,0,0,0.83,7,2,4,122,114,0,1,0,8,1
0,0,0,0.07,0,6,9,105,132,1,0,1,6,0
1,0,0,0.03,0,1,5,461,130,0,1,0,19,0
22,0,1,0.71,4,15,9,940,138,0,1,0,19,1
0,0,0,0.07,0,6,9,105,105,0,1,0,4,0
2,1,0,0.33,0,3,3,20,113,1,1,0,2,0
5,0,0,0.83,2,6,3,13,124,0,0,0,15,1
0,0,0,0.83,0,85,5,63,57,0,1,0,5,0
3,0,0,1,3,6,4,342,139,0,1,0,11,1
0,0,0,0.03,0,1,5,461,138,1,1,0,3,0
1,0,0,0.37,0,1,5,176,137,0,1,0,1,0
0,0,0,0.35,1,2,6,250,138,0,1,0,8,1
0,0,0,0.03,0,1,5,461,134,1,0,1,5,0
1,0,0,0.06,0,6,9,105,127,0,1,0,1,0
1,24,0,0.45,12,282,5,1792,135,1,1,0,113,1
0,23,0,0.46,12,282,5,1792,112,1,1,0,10,0
1,0,0,0.36,0,1,5,176,88,0,1,0,4,0
1,3,0,0.36,0,33,3,140,127,1,1,0,8,1
0,0,0,0.38,1,2,6,250,91,0,1,0,1,1
0,0,0,0.17,0,8,3,262,76,1,1,0,3,0
0,0,0,0.34,0,1,5,176,124,0,1,0,0,0
0,1,0,0.46,12,282,5,1792,137,1,1,0,19,1
3,0,0,0.06,0,6,9,105,132,0,1,0,1,0
2,0,0,0.2,0,2,5,155,123,0,1,0,1,0
14,0,0,0.39,1,2,6,250,121,1,1,0,3,1
0,0,0,0.25,0,3,3,20,133,1,1,0,2,0
0,0,0,0.03,0,1,5,461,99,1,0,1,1,0
14,1,0,0.41,1,2,6,250,126,1,1,0,4,1
0,0,0,0.46,12,282,5,1792,59,0,1,0,8,0
0,0,0,0.02,0,8,2,150,80,0,1,0,1,0
0,23,0,0.46,12,282,5,1792,126,1,1,0,6,1
0,0,0,0.4,0,33,3,140,81,0,1,0,4,0
0,0,0,0.06,0,6,9,105,124,0,1,0,5,0
0,0,0,0.8,1,3,3,11,65,0,1,0,6,1
11,0,0,0.17,0,8,3,262,139,1,1,0,68,0
0,0,0,0.5,0,13,4,124,133,1,1,0,3,0
0,0,0,0.33,0,1,5,176,130,0,1,0,6,1
5,0,0,0.06,0,6,9,105,135,0,1,0,0,0
4,0,0,0.06,0,6,9,105,129,0,1,0,10,0
0,0,0,0.35,0,1,5,176,102,0,1,0,45,1
1,0,0,0.23,2,10,8,170,139,0,1,0,1,0
0,0,0,0.33,0,13,4,124,99,1,1,0,4,0
0,0,0,0.19,0,2,5,155,123,0,1,0,6,1
0,0,0,0.38,0,1,5,176,36,0,0,0,1,0
0,0,0,0.36,0,1,5,176,67,1,1,0,7,0
1,2,0,0.46,12,282,5,1792,139,1,1,0,84,1
0,0,0,0.22,2,10,8,170,134,0,1,0,25,1
0,0,0,0,0,1,1,12,135,1,1,0,16,0
0,0,0,0.47,12,282,5,1792,57,0,1,0,16,0
0,0,0,0.81,1,3,3,11,96,0,1,0,2,1
0,0,0,0.06,0,6,9,105,122,0,1,0,12,0
0,24,0,0.46,12,282,5,1792,104,1,1,0,19,0
3,0,0,0.67,2,11,1,34,135,1,1,0,5,1
9,0,0,0.02,0,8,2,150,117,0,1,0,2,0
0,0,0,0.38,0,33,3,140,112,0,1,0,1,0
5,0,0,0.06,0,6,9,105,118,0,1,0,34,1
1,0,0,0.02,0,8,2,150,139,0,1,0,25,0
0,0,0,0.03,0,1,5,461,107,0,1,0,0,0
0,0,0,0.35,0,1,5,176,138,0,1,0,8,1
0,0,0,0.07,0,6,9,105,130,0,1,0,2,0
0,0,0,0.2,0,3,3,20,136,1,1,0,1,0
2,0,0,0.59,2,1,2,13,74,0,1,0,7,1
0,0,0,0.25,0,13,4,124,105,1,1,0,3,0
3,0,0,0.37,0,1,5,176,123,0,1,0,9,0
0,0,0,0.52,1,3,2,144,136,0,1,0,7,1
0,0,0,0.03,0,1,5,461,137,0,1,0,10,0
3,0,0,0.43,1,2,6,250,132,0,1,0,7,1
5,0,0,0.07,0,6,9,105,112,0,1,0,12,1
2,0,0,0.17,0,3,3,20,105,1,1,0,3,0
0,0,0,0.25,1,8,5,703,140,0,1,0,5,0
0,0,0,0.54,1,3,2,144,122,0,1,0,15,1
4,0,0,0.02,0,8,2,150,139,0,1,0,12,0
0,0,0,0.36,0,1,5,176,104,0,1,0,3,0
0,0,0,0.35,0,1,5,176,140,0,1,0,6,1
0,0,0,0.08,0,6,9,105,139,0,1,0,22,0
0,0,0,0.2,0,13,4,124,122,1,1,0,2,0
3,0,0,0.03,0,1,5,461,124,0,1,0,17,1
0,0,0,0.17,0,13,4,124,113,1,1,0,6,0
2,0,0,0.24,0,2,5,155,136,1,1,0,1,0
0,24,0,0.46,12,282,5,1792,42,1,0,0,32,1
4,0,0,0.02,0,8,2,150,125,0,1,0,4,0
0,0,0,0.86,3,4,2,40,120,0,1,0,3,0
0,0,0,0.71,4,15,9,940,56,0,1,0,18,1
0,0,0,0.04,0,1,5,461,87,1,0,1,5,0
0,0,0,0.22,0,2,5,155,134,0,1,0,0,0
1,0,0,0.82,1,3,3,11,66,0,1,0,6,1
0,0,0,0.08,0,6,9,105,106,1,1,0,7,0
8,0,0,0.25,2,10,8,170,125,0,1,0,6,0
2,2,0,0.46,12,282,5,1792,131,1,1,0,41,1
0,0,0,0.16,0,8,3,262,140,0,1,0,13,0
0,0,0,0.72,4,15,9,940,22,1,0,0,7,0
0,0,0,0.7,4,15,9,940,130,0,1,0,24,1
4,0,0,0.86,2,6,3,13,135,0,1,0,2,0
2,0,0,0.21,0,2,5,155,122,0,1,0,1,0
5,0,0,0.2,1,8,5,703,117,1,1,0,9,1
0,0,0,0.24,2,10,8,170,117,0,1,0,7,0
0,0,0,0,1,59,1,116,60,0,0,1,23,0
4,0,0,0.47,12,282,5,1792,139,0,1,0,180,1
0,0,0,0.44,1,2,6,250,135,1,1,0,1,0
8,0,0,0.08,0,6,9,105,131,1,1,0,2,0
6,28,0,0.47,12,282,5,1792,131,1,0,0,36,1
1,4,0,0.48,12,282,5,1792,139,1,1,0,59,0
0,0,0,0.2,0,2,5,155,133,0,1,0,1,0
2,0,0,0.37,0,1,5,176,108,0,1,0,12,1
4,0,0,0.75,2,6,3,13,139,0,1,0,3,0
2,0,0,0.04,0,1,5,461,134,1,1,0,5,0
24,0,1,0.71,4,15,9,940,139,0,1,0,22,1
6,0,0,0.08,0,6,9,105,138,0,1,0,16,0
0,0,0,0.02,0,8,2,150,91,1,1,0,3,0
0,0,0,0.23,2,10,8,170,93,0,1,0,11,1
4,0,0,0.02,0,8,2,150,114,1,1,0,2,0
8,0,0,0.08,0,6,9,105,132,0,1,0,3,0
11,0,0,0.26,2,10,8,170,132,0,1,0,7,1
0,0,0,0.02,0,8,2,150,140,1,1,0,4,0
9,0,0,0.04,0,1,5,461,117,0,1,0,3,0
3,0,0,0.38,0,1,5,176,140,1,1,0,7,1
6,0,0,0.08,0,6,9,105,129,0,1,0,17,0
0,0,0,0.71,4,15,9,940,31,0,1,0,23,0
0,0,0,0,1,59,1,116,73,0,1,0,57,1
0,1,0,0.04,0,1,5,461,126,1,1,0,4,0
4,0,0,0.4,0,1,5,176,79,1,1,0,5,0
0,0,0,0.28,2,10,8,170,132,0,1,0,17,1
0,0,0,0.84,7,2,4,122,126,0,1,0,4,0
0,0,0,0.17,1,59,1,116,63,1,0,1,25,0
11,0,0,0.7,4,15,9,940,139,0,1,0,47,1
0,0,0,0.39,0,1,5,176,66,1,1,0,1,0
0,0,0,0.82,7,2,4,122,138,1,0,0,8,0
0,26,0,0.47,12,282,5,1792,91,1,1,0,19,1
8,0,0,0.55,1,3,2,144,134,0,0,0,5,0
0,0,0,0.19,0,2,5,155,129,0,1,0,2,0
0,0,0,0.71,4,15,9,940,100,0,1,0,68,1
6,0,0,0.3,2,10,8,170,130,0,1,0,5,0
7,0,0,0.38,0,1,5,176,114,1,1,0,6,0
0,0,0,0.29,2,10,8,170,76,0,1,0,9,1
1,0,0,0.02,0,8,2,150,136,0,1,0,3,0
0,27,0,0.48,12,282,5,1792,88,1,1,0,18,0
5,27,0,0.47,12,282,5,1792,132,1,1,0,127,1
0,0,0,0.79,7,2,4,122,133,0,1,0,2,0
0,0,0,0.31,2,10,8,170,123,0,1,0,2,0
6,28,0,0.48,12,282,5,1792,116,1,1,0,62,1
2,0,0,0.08,0,6,9,105,134,0,1,0,3,0
4,0,0,0.14,0,13,4,124,138,0,1,0,6,0
1,0,0,0.71,4,15,9,940,132,0,1,0,13,1
0,0,0,0.08,0,6,9,105,139,1,1,0,5,0
6,0,0,0.31,2,10,8,170,123,0,1,0,5,0
3,0,0,0.7,2,11,1,34,136,0,1,0,11,1
2,0,0,0.37,0,1,5,176,69,1,1,0,6,0
0,0,0,0.13,0,13,4,124,134,0,1,0,6,0
0,1,0,0.78,8,2,4,122,134,1,1,0,16,1
6,0,0,0.08,0,6,9,105,137,0,1,0,0,0
0,0,0,0.07,0,6,9,105,126,0,1,0,20,0
7,0,0,0.36,0,1,5,176,130,1,0,1,7,1
4,1,0,0.38,0,1,5,176,126,1,0,1,4,0
0,0,0,0.07,0,6,9,105,135,1,1,0,2,0
3,2,0,0.78,8,2,4,122,130,1,0,0,12,1
0,3,0,0.79,8,2,4,122,134,1,1,0,3,0
6,0,0,0.07,0,6,9,105,110,0,1,0,1,0
4,0,0,1,0,1,2,16,60,0,1,0,10,1
0,0,0,0.72,4,15,9,940,44,0,1,0,47,1
1,0,0,0.43,1,2,6,250,135,0,1,0,5,0
0,0,0,0.53,1,3,2,144,139,1,1,0,7,0
25,0,1,0.72,4,15,9,940,138,0,0,1,95,1
0,1,0,0.37,0,1,5,176,130,1,1,0,5,0
5,0,0,0.07,0,6,9,105,140,0,1,0,20,0
1,0,0,0.48,12,282,5,1792,109,0,1,0,47,1
4,0,0,0.02,0,8,2,150,96,0,1,0,2,0
0,0,0,0.35,0,33,3,140,98,0,1,0,0,0
5,0,0,0.3,2,10,8,170,140,1,1,0,6,1
0,0,0,0.02,0,8,2,150,108,0,1,0,1,0
7,0,0,0,1,7,1,10,122,0,1,0,9,0
2,0,0,1,3,6,4,342,107,0,1,0,10,1
0,0,0,0.18,0,2,5,155,135,0,1,0,1,0
0,0,0,0.73,2,11,1,34,139,0,1,0,7,0
11,0,0,0.11,0,13,4,124,121,0,1,0,13,1
0,0,0,0.32,2,10,8,170,138,0,1,0,6,0
0,0,0,0.06,1,0,3,314,139,1,1,0,6,0
2,0,0,0.83,1,3,3,11,117,0,1,0,12,1
0,0,0,0.84,1,3,3,11,102,0,1,0,1,0
6,0,0,0.02,0,8,2,150,139,0,1,0,4,0
3,1,0,0.31,2,10,8,170,133,1,1,0,3,1
0,0,0,0.04,0,1,5,461,118,1,0,1,11,0
3,2,0,0.33,2,10,8,170,126,1,1,0,12,0
26,0,1,1,0,1,2,16,129,0,0,1,9,1
0,0,0,0.33,0,33,3,140,132,0,1,0,6,0
0,0,0,0.02,0,8,2,150,106,1,1,0,5,0
4,0,0,0.61,2,1,2,13,100,0,1,0,3,1
0,0,0,0.32,2,10,8,170,136,0,1,0,10,0
1,1,0,0.04,0,1,5,461,113,1,1,0,2,0
3,0,0,0.2,0,13,4,124,139,0,0,1,6,1
2,0,0,0.04,0,1,5,461,132,1,1,0,3,0
0,0,0,0.36,0,1,5,176,93,1,1,0,2,0
0,0,0,0.77,8,2,4,122,140,0,1,0,13,1
0,0,0,0.02,0,8,2,150,140,0,1,0,10,0
8,0,0,0.07,0,6,9,105,140,0,1,0,2,0
0,29,0,0.49,12,282,5,1792,89,1,1,0,28,1
0,0,0,0.49,12,282,5,1792,46,1,0,0,28,1
1,0,0,0.31,2,10,8,170,132,0,1,0,12,1
4,0,0,0.16,0,8,3,262,124,1,1,0,11,0
15,0,0,0.17,0,2,5,155,130,0,1,0,0,0
11,0,0,0.83,3,4,2,40,65,0,1,0,14,1
12,0,0,0.83,3,4,2,40,45,0,1,0,8,0
0,0,0,0.04,0,1,5,461,128,0,1,0,1,0
0,0,0,1,3,6,4,342,140,0,1,0,14,1
0,0,0,0.04,0,1,5,461,123,0,1,0,0,0
0,0,0,0.77,8,2,4,122,128,1,1,0,1,0
1,0,0,1,0,1,2,16,59,0,1,0,7,1
2,0,0,0.17,0,2,5,155,139,0,1,0,0,0
0,0,0,0.2,1,1,4,138,97,0,1,0,7,0
5,0,0,0.73,4,15,9,940,138,0,1,0,34,1
1,0,0,0.02,0,8,2,150,136,0,1,0,10,0
4,0,0,0.35,0,1,5,176,78,0,1,0,6,0
0,0,0,1,3,6,4,342,139,0,1,0,11,1
0,0,0,0.5,12,282,5,1792,139,0,1,0,40,0
5,0,0,0.35,0,1,5,176,55,0,1,0,2,0
21,0,0,0.8,3,4,2,40,93,0,1,0,24,1
17,0,0,0.02,0,8,2,150,110,0,0,0,0,0
0,0,0,0.52,1,3,2,144,134,0,1,0,0,0
0,0,0,0.76,8,2,4,122,138,0,1,0,13,1
0,0,0,0.02,0,8,2,150,126,0,1,0,3,0
0,0,0,0.33,2,10,8,170,96,0,1,0,8,0
5,0,0,0.73,4,15,9,940,140,0,1,0,17,1
0,0,0,0.42,1,2,6,250,99,0,1,0,1,0
0,0,0,0.5,1,3,2,144,124,0,1,0,0,0
9,0,0,0.67,2,11,1,34,137,0,1,0,10,1
1,0,0,0.04,0,1,5,461,123,0,1,0,2,0
22,0,0,0.27,0,13,4,124,136,0,1,0,9,0
0,0,0,0.48,1,3,2,144,105,0,1,0,36,1
1,0,0,0.03,0,1,5,461,117,1,1,0,0,0
0,0,0,0.34,0,1,5,176,63,1,1,0,3,0
3,0,0,1,0,1,2,16,90,0,1,0,10,1
0,0,0,0.07,0,6,9,105,136,0,1,0,5,0
7,0,0,0.07,0,6,9,105,130,0,1,0,1,0
0,0,0,0.76,8,2,4,122,134,0,1,0,8,1
0,0,0,0.45,0,44,3,581,138,1,0,0,9,0
2,0,0,0.02,0,8,2,150,133,0,1,0,13,0
4,0,0,0.81,3,4,2,40,135,1,1,0,38,1
16,0,0,0.32,2,10,8,170,114,0,0,0,6,0
4,0,0,0,2,7,1,10,136,0,1,0,2,0
0,33,0,0.49,12,282,5,1792,113,1,1,0,48,1
0,0,0,0.02,0,8,2,150,138,0,1,0,2,0
7,1,0,0.03,0,1,5,461,132,1,1,0,1,0
0,0,0,0.31,2,10,8,170,127,0,1,0,16,1
1,0,0,0.02,0,8,2,150,120,0,1,0,1,0
0,0,0,0.25,0,13,4,124,139,0,1,0,2,0
5,0,0,0.67,2,6,3,13,131,0,1,0,6,1
0,0,0,0.02,0,8,2,150,132,0,1,0,5,0
0,31,0,0.5,12,282,5,1792,90,1,1,0,32,0
2,0,0,0.77,8,2,4,122,126,0,1,0,15,1
6,0,0,0.07,0,6,9,105,132,1,1,0,0,0
13,2,0,0.7,2,6,3,13,131,1,1,0,9,0
0,31,0,0.49,12,282,5,1792,117,1,1,0,15,1
1,0,0,0.07,0,6,9,105,89,0,1,0,5,0
0,0,0,0.07,0,6,9,105,75,0,1,0,1,0
0,0,0,0.81,3,4,2,40,86,0,1,0,7,1
0,0,0,0.02,0,8,2,150,116,0,1,0,2,0
0,0,0,0.07,0,6,9,105,135,1,1,0,3,0
0,0,0,0.8,2,3,3,11,62,0,1,0,3,1
0,0,0,0.16,0,2,5,155,99,0,1,0,0,0
1,0,0,0.5,12,282,5,1792,61,0,1,0,15,0
5,41,0,0.49,12,282,5,1792,132,1,1,0,72,1
8,0,0,0.02,0,8,2,150,138,0,1,0,7,0
0,0,0,0.07,0,6,9,105,117,0,1,0,5,0
0,0,0,0.82,3,4,2,40,33,0,1,0,13,1
0,0,0,0.41,1,2,6,250,127,0,1,0,1,0
0,0,0,0.5,1,3,2,144,139,0,1,0,8,0
0,0,0,0.83,3,4,2,40,76,0,1,0,6,1
2,0,0,0.71,0,85,5,63,63,0,1,0,26,1
13,0,0,0.49,1,3,2,144,135,0,1,0,7,0
0,0,0,0.03,0,1,5,461,92,0,1,0,3,0
0,0,0,0.33,0,1,5,176,46,1,1,0,4,1
0,0,0,0.23,0,13,4,124,125,0,1,0,4,1
0,0,0,0.35,0,1,5,176,48,0,1,0,4,0
0,0,0,0.07,0,6,9,105,126,1,1,0,3,0
0,0,0,0.4,1,2,6,250,129,0,1,0,4,1
0,0,0,0.06,0,6,9,105,134,0,1,0,11,0
0,0,0,0.34,0,1,5,176,40,0,1,0,1,0
5,0,0,0.33,2,10,8,170,119,0,1,0,8,1
0,0,0,0.06,0,6,9,105,139,1,1,0,4,0
0,0,0,0.5,12,282,5,1792,131,0,1,0,22,0
3,0,0,0.73,4,15,9,940,139,1,1,0,24,1
0,0,0,0.34,2,10,8,170,130,0,1,0,4,0
0,0,0,0.49,12,282,5,1792,66,0,1,0,32,0
0,43,0,0.49,12,282,5,1792,124,1,1,0,52,1
1,0,0,0.02,0,8,2,150,129,0,1,0,6,0
2,0,0,0.32,0,33,3,140,36,0,1,0,7,0
1,0,0,0.77,8,2,4,122,137,0,1,0,10,1
6,0,0,0,2,7,1,10,136,0,0,0,5,0
0,0,0,0.06,0,6,9,105,136,0,1,0,2,0
0,0,0,0.41,1,2,6,250,118,0,1,0,4,1
2,0,0,0.49,12,282,5,1792,132,0,1,0,64,0
0,34,0,0.49,12,282,5,1792,96,1,1,0,39,0
7,0,0,0.48,12,282,5,1792,140,0,1,0,51,1
9,0,0,0.01,0,8,2,150,121,0,1,0,1,0
0,0,0,0.49,13,282,5,1792,139,0,1,0,28,0
0,0,0,0.63,3,1,2,13,110,0,1,0,15,1
6,0,0,0.06,0,6,9,105,101,0,1,0,0,0
0,0,0,0.01,0,8,2,150,116,0,1,0,2,0
8,0,0,0.14,1,59,1,116,99,1,1,0,52,1
0,0,0,0.06,0,6,9,105,134,0,1,0,2,0
0,0,0,0.33,0,1,5,176,86,0,1,0,1,0
0,0,0,0.33,2,10,8,170,110,0,1,0,7,1
1,0,0,0.16,0,8,3,262,131,1,1,0,5,0
0,0,0,0.06,0,6,9,105,128,1,1,0,0,0
0,11,0,0.48,13,282,5,1792,126,1,1,0,49,1
5,0,0,0.15,0,2,5,155,136,0,1,0,8,0
0,0,0,0.06,0,6,9,105,139,0,1,0,4,0
0,0,0,0.35,2,10,8,170,133,0,1,0,6,1
0,0,0,0.03,0,1,5,461,130,1,1,0,2,0
0,0,0,0.03,0,1,5,461,133,1,1,0,1,0
0,0,0,0.49,13,282,5,1792,127,0,1,0,26,1
6,0,0,0.06,0,6,9,105,114,0,1,0,2,0
12,0,0,0.33,0,0,4,69,130,0,1,0,12,0
0,0,0,0.69,2,11,1,34,139,0,1,0,21,1
14,0,0,0.15,0,2,5,155,129,0,1,0,2,0
0,0,0,0,2,7,1,10,139,1,1,0,5,0
1,0,0,0.71,2,11,1,34,136,0,1,0,52,1
0,12,0,0.49,13,282,5,1792,82,1,1,0,14,0
4,0,0,0.15,0,8,3,262,136,1,1,0,13,0
0,0,0,0.42,1,44,3,581,104,0,1,0,77,1
0,0,0,0.06,0,6,9,105,129,0,1,0,23,0
0,34,0,0.49,13,282,5,1792,105,1,1,0,11,0
0,0,0,0.78,8,2,4,122,137,0,1,0,4,1
1,0,0,0.14,0,2,5,155,134,0,1,0,0,0
0,0,0,0.43,1,2,6,250,92,0,1,0,0,0
3,0,0,0.78,8,2,4,122,139,0,1,0,9,1
0,0,0,0.06,0,6,9,105,132,0,1,0,8,0
0,0,0,0.42,1,2,6,250,90,0,1,0,0,0
0,0,0,0.78,8,2,4,122,136,0,1,0,22,1
0,0,0,0.29,0,13,4,124,84,0,1,0,1,0
4,0,0,0.15,0,8,3,262,60,1,0,1,9,0
7,0,0,0.81,2,3,3,11,107,0,1,0,16,1
0,0,0,0.06,0,6,9,105,132,0,1,0,6,0
0,0,0,0.15,0,8,3,262,122,0,1,0,4,0
8,0,0,0.4,0,8,4,74,137,1,1,0,30,1
0,0,0,0.47,1,3,2,144,116,0,1,0,2,0
4,0,0,0.14,0,8,3,262,127,1,1,0,1,0
5,0,0,0.74,4,15,9,940,125,0,1,0,25,1
1,0,0,0.74,4,15,9,940,124,0,1,0,32,1
5,0,0,0.03,0,1,5,461,110,0,1,0,1,0
0,0,0,0,0,3090,2,363,117,0,1,0,454,0
1,0,0,0.49,13,282,5,1792,139,0,1,0,28,1
0,37,0,0.49,13,282,5,1792,130,1,1,0,13,1
0,0,0,0.06,0,6,9,105,133,0,1,0,1,0
11,0,0,0.01,0,8,2,150,139,1,1,0,3,0
5,0,0,0.79,8,2,4,122,136,0,1,0,8,1
0,0,0,0.14,0,8,3,262,140,1,1,0,7,0
0,0,0,0.36,2,10,8,170,133,0,1,0,1,0
0,0,0,0.3,0,33,3,140,134,0,1,0,16,1
0,0,0,0.06,0,6,9,105,139,1,1,0,5,0
1,0,0,0.41,1,2,6,250,82,0,1,0,0,0
6,0,0,0.79,8,2,4,122,137,0,1,0,8,1
0,0,0,0.01,0,8,2,150,134,0,1,0,2,0
0,0,0,0.01,0,8,2,150,96,0,1,0,10,0
0,0,0,0.4,1,2,6,250,93,0,1,0,3,1
7,0,0,0.06,0,6,9,105,132,0,1,0,1,0
5,0,0,0.41,1,2,6,250,101,0,1,0,2,0
0,35,0,0.49,13,282,5,1792,87,1,0,1,94,1
2,0,0,0.4,1,2,6,250,99,0,1,0,0,0
6,0,0,0.03,0,1,5,461,135,0,1,0,16,0
0,0,0,0.64,3,1,2,13,24,0,1,0,7,1
2,0,0,0.8,8,2,4,122,120,0,1,0,6,0
21,0,0,0.01,0,8,2,150,138,1,1,0,8,0
2,0,0,0.5,14,282,5,1792,126,0,1,0,15,1
0,0,0,0,0,3090,2,363,120,0,1,0,8,0
0,0,0,0.03,0,1,5,461,133,1,1,0,3,0
14,0,0,0.83,3,4,2,40,137,0,1,0,41,1
0,0,0,0.06,0,6,9,105,124,0,1,0,9,0
6,0,0,0.01,0,8,2,150,99,0,1,0,3,0
7,0,0,0.35,2,10,8,170,121,0,1,0,5,1
2,0,0,0,0,3090,2,363,138,0,1,0,105,0
5,0,0,0.33,0,1,5,176,112,0,1,0,1,0
0,0,0,0.75,0,85,5,63,104,0,1,0,41,1
2,0,0,0.06,0,6,9,105,138,0,1,0,2,0
0,0,0,0,2,7,1,10,44,0,1,0,5,0
0,0,0,0.37,2,10,8,170,130,0,1,0,9,1
1,0,0,0.06,0,6,9,105,133,0,1,0,20,0
4,0,0,0.01,0,8,2,150,139,0,1,0,4,0
1,0,0,0.38,2,10,8,170,75,0,1,0,5,1
0,0,0,0,0,3090,2,363,38,0,1,0,14,0
0,0,0,0,0,0,3,5,76,0,0,0,0,0
0,0,0,0,0,0,2,0,101,0,0,0,7,1
0,0,0,0,0,164,3,987,140,0,0,1,4725,0
0,0,0,0,0,14518,5,8672,87,1,0,1,341,0
0,0,0,0,0,60,1,228,139,0,0,0,535,1
0,0,0,0,0,164,3,987,88,0,0,1,3501,0
0,0,0,0,0,8,4,26,139,0,0,0,13,1
0,0,0,0,0,14518,5,8672,135,1,1,0,410,0
0,0,0,0,0,453,3,811,140,0,0,0,471,0
1,0,0,0,0,164,3,987,74,0,0,0,4666,1
0,0,0,0,0,879,4,2482,138,0,1,0,1450,0
0,0,0,0,0,0,2,11,112,0,0,0,1,0
0,0,0,0,0,0,2,11,46,0,0,0,1,1
0,0,0,0,0,1,1,50,135,0,0,0,21,0
0,0,0,0,0,0,2,2,140,0,0,0,2,0
0,0,0,1,0,8,4,26,68,0,0,0,9,1
0,0,0,0.33,0,164,3,987,72,0,0,1,6001,0
0,0,0,0,0,0,3,5,75,0,1,0,0,0
0,0,0,0,0,0,3,5,83,0,0,0,1,1
0,0,0,0,0,453,3,811,139,0,0,0,325,0
0,0,0,0,0,14518,5,8672,127,1,1,0,217,0
0,0,0,1,0,0,2,0,77,0,0,0,7,1
0,0,0,0,0,3396,7,291,140,0,0,0,91,0
0,0,0,0,0,1136,1,166,127,0,0,1,17,0
0,0,0,1,0,8,4,26,137,0,0,0,7,1
0,0,0,0,0,34,4,15,140,1,0,1,45,0
0,0,0,0.25,0,164,3,987,42,0,0,1,3481,0
0,0,0,1,0,60,1,228,140,0,0,0,576,1
0,0,0,0,0,0,2,7,136,1,0,0,0,0
0,0,0,0.2,0,164,3,987,40,0,0,1,5029,0
0,0,0,0,0,1,8,2,137,0,0,0,30,1
0,0,0,0,0,879,4,2482,136,0,0,0,9251,1
0,0,0,0.17,0,164,3,987,24,0,0,1,2608,1
2,0,0,0.29,0,164,3,987,117,0,0,0,5696,0
0,0,0,0,0,14518,5,8672,127,0,0,1,510,0
1,0,0,1,0,60,1,228,140,0,0,0,378,1
0,0,0,0,0,14518,5,8672,131,0,0,1,1350,0
0,0,0,0.25,0,164,3,987,109,1,0,1,3508,0
0,0,0,1,0,8,4,26,136,0,0,0,4,1
0,0,0,0,0,0,0,1,136,0,0,0,2,0
0,0,0,0,0,0,2,2,64,0,0,0,0,0
0,0,0,0,0,0,2,2,62,0,0,0,3,1
0,0,0,0.33,0,0,3,5,30,0,0,1,2,0
0,0,0,0,0,0,2,2,138,0,0,0,1,1
0,0,0,0,0,1136,1,166,119,0,0,1,18,0
0,0,0,0,0,172,2,24,59,0,0,1,286,0
0,0,0,0,0,34,4,15,122,0,0,0,28,1
